parameter,value,domain,congruency,par_class
mu_alphaP_inc,0.0124762,P,inc,learning
mu_alphaV_con,0.103429,V,con,learning
mu_alphaV_inc,0.0130949,V,inc,learning
mu_alphaP_con,0.0618046,P,con,learning
mu_alphaP_inc,0.0104973,P,inc,learning
mu_alphaV_con,0.124173,V,con,learning
mu_alphaV_inc,0.0148329,V,inc,learning
mu_alphaP_con,0.0560472,P,con,learning
mu_alphaP_inc,0.0112306,P,inc,learning
mu_alphaV_con,0.113562,V,con,learning
mu_alphaV_inc,0.0137099,V,inc,learning
mu_alphaP_con,0.0519883,P,con,learning
mu_alphaP_inc,0.0117852,P,inc,learning
mu_alphaV_con,0.107751,V,con,learning
mu_alphaV_inc,0.0145163,V,inc,learning
mu_alphaP_con,0.0487023,P,con,learning
mu_alphaP_inc,0.00932875,P,inc,learning
mu_alphaV_con,0.116061,V,con,learning
mu_alphaV_inc,0.0111086,V,inc,learning
mu_alphaP_con,0.0477077,P,con,learning
mu_alphaP_inc,0.0113966,P,inc,learning
mu_alphaV_con,0.115513,V,con,learning
mu_alphaV_inc,0.014845,V,inc,learning
mu_alphaP_con,0.0610586,P,con,learning
mu_alphaP_inc,0.0106648,P,inc,learning
mu_alphaV_con,0.11164,V,con,learning
mu_alphaV_inc,0.00975498,V,inc,learning
mu_alphaP_con,0.0554659,P,con,learning
mu_alphaP_inc,0.0122291,P,inc,learning
mu_alphaV_con,0.129363,V,con,learning
mu_alphaV_inc,0.00997925,V,inc,learning
mu_alphaP_con,0.0529808,P,con,learning
mu_alphaP_inc,0.0152625,P,inc,learning
mu_alphaV_con,0.12124,V,con,learning
mu_alphaV_inc,0.010957,V,inc,learning
mu_alphaP_con,0.0542012,P,con,learning
mu_alphaP_inc,0.0139977,P,inc,learning
mu_alphaV_con,0.108344,V,con,learning
mu_alphaV_inc,0.0145753,V,inc,learning
mu_alphaP_con,0.0558361,P,con,learning
mu_alphaP_inc,0.0127379,P,inc,learning
mu_alphaV_con,0.112135,V,con,learning
mu_alphaV_inc,0.0144364,V,inc,learning
mu_alphaP_con,0.0532257,P,con,learning
mu_alphaP_inc,0.0125219,P,inc,learning
mu_alphaV_con,0.105736,V,con,learning
mu_alphaV_inc,0.0126652,V,inc,learning
mu_alphaP_con,0.050492,P,con,learning
mu_alphaP_inc,0.00919222,P,inc,learning
mu_alphaV_con,0.115623,V,con,learning
mu_alphaV_inc,0.0160276,V,inc,learning
mu_alphaP_con,0.0585594,P,con,learning
mu_alphaP_inc,0.0110072,P,inc,learning
mu_alphaV_con,0.116268,V,con,learning
mu_alphaV_inc,0.0155842,V,inc,learning
mu_alphaP_con,0.0496334,P,con,learning
mu_alphaP_inc,0.0117844,P,inc,learning
mu_alphaV_con,0.11434,V,con,learning
mu_alphaV_inc,0.0125491,V,inc,learning
mu_alphaP_con,0.063674,P,con,learning
mu_alphaP_inc,0.0142583,P,inc,learning
mu_alphaV_con,0.120045,V,con,learning
mu_alphaV_inc,0.0126564,V,inc,learning
mu_alphaP_con,0.0506308,P,con,learning
mu_alphaP_inc,0.00903964,P,inc,learning
mu_alphaV_con,0.11852,V,con,learning
mu_alphaV_inc,0.0149919,V,inc,learning
mu_alphaP_con,0.0498887,P,con,learning
mu_alphaP_inc,0.0149596,P,inc,learning
mu_alphaV_con,0.113852,V,con,learning
mu_alphaV_inc,0.0130389,V,inc,learning
mu_alphaP_con,0.0568582,P,con,learning
mu_alphaP_inc,0.0133761,P,inc,learning
mu_alphaV_con,0.108599,V,con,learning
mu_alphaV_inc,0.0144923,V,inc,learning
mu_alphaP_con,0.0492932,P,con,learning
mu_alphaP_inc,0.0103159,P,inc,learning
mu_alphaV_con,0.114882,V,con,learning
mu_alphaV_inc,0.014279,V,inc,learning
mu_alphaP_con,0.0537417,P,con,learning
mu_alphaP_inc,0.0105841,P,inc,learning
mu_alphaV_con,0.123022,V,con,learning
mu_alphaV_inc,0.0133621,V,inc,learning
mu_alphaP_con,0.0475006,P,con,learning
mu_alphaP_inc,0.0111379,P,inc,learning
mu_alphaV_con,0.130543,V,con,learning
mu_alphaV_inc,0.0154692,V,inc,learning
mu_alphaP_con,0.0514391,P,con,learning
mu_alphaP_inc,0.0124677,P,inc,learning
mu_alphaV_con,0.11001,V,con,learning
mu_alphaV_inc,0.0123925,V,inc,learning
mu_alphaP_con,0.0542042,P,con,learning
mu_alphaP_inc,0.0133089,P,inc,learning
mu_alphaV_con,0.107005,V,con,learning
mu_alphaV_inc,0.0104449,V,inc,learning
mu_alphaP_con,0.0485972,P,con,learning
mu_alphaP_inc,0.0123468,P,inc,learning
mu_alphaV_con,0.127514,V,con,learning
mu_alphaV_inc,0.0162185,V,inc,learning
mu_alphaP_con,0.0556161,P,con,learning
mu_alphaP_inc,0.00844143,P,inc,learning
mu_alphaV_con,0.128922,V,con,learning
mu_alphaV_inc,0.00950026,V,inc,learning
mu_alphaP_con,0.0554564,P,con,learning
mu_alphaP_inc,0.0111555,P,inc,learning
mu_alphaV_con,0.102396,V,con,learning
mu_alphaV_inc,0.0175654,V,inc,learning
mu_alphaP_con,0.0603254,P,con,learning
mu_alphaP_inc,0.0139184,P,inc,learning
mu_alphaV_con,0.114736,V,con,learning
mu_alphaV_inc,0.0110344,V,inc,learning
mu_alphaP_con,0.0409124,P,con,learning
mu_alphaP_inc,0.0130671,P,inc,learning
mu_alphaV_con,0.12283,V,con,learning
mu_alphaV_inc,0.0105096,V,inc,learning
mu_alphaP_con,0.0471586,P,con,learning
mu_alphaP_inc,0.0104325,P,inc,learning
mu_alphaV_con,0.108892,V,con,learning
mu_alphaV_inc,0.0141321,V,inc,learning
mu_alphaP_con,0.0482805,P,con,learning
mu_alphaP_inc,0.0115446,P,inc,learning
mu_alphaV_con,0.115157,V,con,learning
mu_alphaV_inc,0.0140035,V,inc,learning
mu_alphaP_con,0.0495152,P,con,learning
mu_alphaP_inc,0.0103334,P,inc,learning
mu_alphaV_con,0.1121,V,con,learning
mu_alphaV_inc,0.00944928,V,inc,learning
mu_alphaP_con,0.0549874,P,con,learning
mu_alphaP_inc,0.0112868,P,inc,learning
mu_alphaV_con,0.12812,V,con,learning
mu_alphaV_inc,0.013031,V,inc,learning
mu_alphaP_con,0.0458828,P,con,learning
mu_alphaP_inc,0.0100702,P,inc,learning
mu_alphaV_con,0.106654,V,con,learning
mu_alphaV_inc,0.0132723,V,inc,learning
mu_alphaP_con,0.0490571,P,con,learning
mu_alphaP_inc,0.0129192,P,inc,learning
mu_alphaV_con,0.106665,V,con,learning
mu_alphaV_inc,0.0142008,V,inc,learning
mu_alphaP_con,0.0554753,P,con,learning
mu_alphaP_inc,0.0126804,P,inc,learning
mu_alphaV_con,0.115349,V,con,learning
mu_alphaV_inc,0.0159906,V,inc,learning
mu_alphaP_con,0.0570321,P,con,learning
mu_alphaP_inc,0.0112181,P,inc,learning
mu_alphaV_con,0.121124,V,con,learning
mu_alphaV_inc,0.0100514,V,inc,learning
mu_alphaP_con,0.0526897,P,con,learning
mu_alphaP_inc,0.0146338,P,inc,learning
mu_alphaV_con,0.119179,V,con,learning
mu_alphaV_inc,0.0186618,V,inc,learning
mu_alphaP_con,0.0466704,P,con,learning
mu_alphaP_inc,0.00902709,P,inc,learning
mu_alphaV_con,0.109038,V,con,learning
mu_alphaV_inc,0.0126563,V,inc,learning
mu_alphaP_con,0.0493718,P,con,learning
mu_alphaP_inc,0.0139024,P,inc,learning
mu_alphaV_con,0.119208,V,con,learning
mu_alphaV_inc,0.0168616,V,inc,learning
mu_alphaP_con,0.0514538,P,con,learning
mu_alphaP_inc,0.0118161,P,inc,learning
mu_alphaV_con,0.119057,V,con,learning
mu_alphaV_inc,0.0122922,V,inc,learning
mu_alphaP_con,0.0553369,P,con,learning
mu_alphaP_inc,0.0108731,P,inc,learning
mu_alphaV_con,0.111702,V,con,learning
mu_alphaV_inc,0.0126485,V,inc,learning
mu_alphaP_con,0.0574449,P,con,learning
mu_alphaP_inc,0.0106772,P,inc,learning
mu_alphaV_con,0.122674,V,con,learning
mu_alphaV_inc,0.0129156,V,inc,learning
mu_alphaP_con,0.048732,P,con,learning
mu_alphaP_inc,0.0104405,P,inc,learning
mu_alphaV_con,0.123344,V,con,learning
mu_alphaV_inc,0.0102891,V,inc,learning
mu_alphaP_con,0.0627627,P,con,learning
mu_alphaP_inc,0.0133167,P,inc,learning
mu_alphaV_con,0.123388,V,con,learning
mu_alphaV_inc,0.0107376,V,inc,learning
mu_alphaP_con,0.0676473,P,con,learning
mu_alphaP_inc,0.0130814,P,inc,learning
mu_alphaV_con,0.1142,V,con,learning
mu_alphaV_inc,0.0113097,V,inc,learning
mu_alphaP_con,0.0471044,P,con,learning
mu_alphaP_inc,0.0135893,P,inc,learning
mu_alphaV_con,0.112562,V,con,learning
mu_alphaV_inc,0.0138744,V,inc,learning
mu_alphaP_con,0.0508683,P,con,learning
mu_alphaP_inc,0.00907415,P,inc,learning
mu_alphaV_con,0.10879,V,con,learning
mu_alphaV_inc,0.0102142,V,inc,learning
mu_alphaP_con,0.0486857,P,con,learning
mu_alphaP_inc,0.0102131,P,inc,learning
mu_alphaV_con,0.125416,V,con,learning
mu_alphaV_inc,0.016301,V,inc,learning
mu_alphaP_con,0.0538535,P,con,learning
mu_alphaP_inc,0.0116334,P,inc,learning
mu_alphaV_con,0.125473,V,con,learning
mu_alphaV_inc,0.0108657,V,inc,learning
mu_alphaP_con,0.0574015,P,con,learning
mu_alphaP_inc,0.0124429,P,inc,learning
mu_alphaV_con,0.115858,V,con,learning
mu_alphaV_inc,0.0131966,V,inc,learning
mu_alphaP_con,0.048841999999999997,P,con,learning
mu_alphaP_inc,0.010613,P,inc,learning
mu_alphaV_con,0.128426,V,con,learning
mu_alphaV_inc,0.0102743,V,inc,learning
mu_alphaP_con,0.0588527,P,con,learning
mu_alphaP_inc,0.010873,P,inc,learning
mu_alphaV_con,0.108915,V,con,learning
mu_alphaV_inc,0.0136264,V,inc,learning
mu_alphaP_con,0.0479415,P,con,learning
mu_alphaP_inc,0.0104428,P,inc,learning
mu_alphaV_con,0.100066,V,con,learning
mu_alphaV_inc,0.0136492,V,inc,learning
mu_alphaP_con,0.0516857,P,con,learning
mu_alphaP_inc,0.0156113,P,inc,learning
mu_alphaV_con,0.0985009,V,con,learning
mu_alphaV_inc,0.0126314,V,inc,learning
mu_alphaP_con,0.0581971,P,con,learning
mu_alphaP_inc,0.0119341,P,inc,learning
mu_alphaV_con,0.103618,V,con,learning
mu_alphaV_inc,0.0119921,V,inc,learning
mu_alphaP_con,0.0527365,P,con,learning
mu_alphaP_inc,0.00963641,P,inc,learning
mu_alphaV_con,0.117132,V,con,learning
mu_alphaV_inc,0.0120384,V,inc,learning
mu_alphaP_con,0.0519105,P,con,learning
mu_alphaP_inc,0.00947011,P,inc,learning
mu_alphaV_con,0.127795,V,con,learning
mu_alphaV_inc,0.013476,V,inc,learning
mu_alphaP_con,0.055739,P,con,learning
mu_alphaP_inc,0.0147041,P,inc,learning
mu_alphaV_con,0.126134,V,con,learning
mu_alphaV_inc,0.0133279,V,inc,learning
mu_alphaP_con,0.0601464,P,con,learning
mu_alphaP_inc,0.0127431,P,inc,learning
mu_alphaV_con,0.114239,V,con,learning
mu_alphaV_inc,0.012018,V,inc,learning
mu_alphaP_con,0.0558456,P,con,learning
mu_alphaP_inc,0.00995601,P,inc,learning
mu_alphaV_con,0.10179,V,con,learning
mu_alphaV_inc,0.0134315,V,inc,learning
mu_alphaP_con,0.0552004,P,con,learning
mu_alphaP_inc,0.0106452,P,inc,learning
mu_alphaV_con,0.122451,V,con,learning
mu_alphaV_inc,0.0128165,V,inc,learning
mu_alphaP_con,0.0538655,P,con,learning
mu_alphaP_inc,0.0109535,P,inc,learning
mu_alphaV_con,0.0978946,V,con,learning
mu_alphaV_inc,0.0151562,V,inc,learning
mu_alphaP_con,0.0515585,P,con,learning
mu_alphaP_inc,0.012399,P,inc,learning
mu_alphaV_con,0.131363,V,con,learning
mu_alphaV_inc,0.0113079,V,inc,learning
mu_alphaP_con,0.0572508,P,con,learning
mu_alphaP_inc,0.0140782,P,inc,learning
mu_alphaV_con,0.115685,V,con,learning
mu_alphaV_inc,0.0102838,V,inc,learning
mu_alphaP_con,0.0545834,P,con,learning
mu_alphaP_inc,0.0114752,P,inc,learning
mu_alphaV_con,0.110062,V,con,learning
mu_alphaV_inc,0.010534,V,inc,learning
mu_alphaP_con,0.0504455,P,con,learning
mu_alphaP_inc,0.0107988,P,inc,learning
mu_alphaV_con,0.114802,V,con,learning
mu_alphaV_inc,0.0132258,V,inc,learning
mu_alphaP_con,0.0560544,P,con,learning
mu_alphaP_inc,0.0105496,P,inc,learning
mu_alphaV_con,0.126181,V,con,learning
mu_alphaV_inc,0.0156371,V,inc,learning
mu_alphaP_con,0.055935,P,con,learning
mu_alphaP_inc,0.0144129,P,inc,learning
mu_alphaV_con,0.122902,V,con,learning
mu_alphaV_inc,0.00917295,V,inc,learning
mu_alphaP_con,0.0554759,P,con,learning
mu_alphaP_inc,0.00931308,P,inc,learning
mu_alphaV_con,0.102439,V,con,learning
mu_alphaV_inc,0.00916381,V,inc,learning
mu_alphaP_con,0.0527306,P,con,learning
mu_alphaP_inc,0.00922246,P,inc,learning
mu_alphaV_con,0.134911,V,con,learning
mu_alphaV_inc,0.0165602,V,inc,learning
mu_alphaP_con,0.047547,P,con,learning
mu_alphaP_inc,0.012286,P,inc,learning
mu_alphaV_con,0.136805,V,con,learning
mu_alphaV_inc,0.0134784,V,inc,learning
mu_alphaP_con,0.0541211,P,con,learning
mu_alphaP_inc,0.00881325,P,inc,learning
mu_alphaV_con,0.114504,V,con,learning
mu_alphaV_inc,0.0124169,V,inc,learning
mu_alphaP_con,0.0555764,P,con,learning
mu_alphaP_inc,0.0108124,P,inc,learning
mu_alphaV_con,0.106275,V,con,learning
mu_alphaV_inc,0.0102243,V,inc,learning
mu_alphaP_con,0.0559691,P,con,learning
mu_alphaP_inc,0.011574,P,inc,learning
mu_alphaV_con,0.120085,V,con,learning
mu_alphaV_inc,0.014156,V,inc,learning
mu_alphaP_con,0.0479784,P,con,learning
mu_alphaP_inc,0.0136454,P,inc,learning
mu_alphaV_con,0.109597,V,con,learning
mu_alphaV_inc,0.0123428,V,inc,learning
mu_alphaP_con,0.0548948,P,con,learning
mu_alphaP_inc,0.0135449,P,inc,learning
mu_alphaV_con,0.105534,V,con,learning
mu_alphaV_inc,0.0118519,V,inc,learning
mu_alphaP_con,0.0601485,P,con,learning
mu_alphaP_inc,0.0131809,P,inc,learning
mu_alphaV_con,0.112516,V,con,learning
mu_alphaV_inc,0.0123022,V,inc,learning
mu_alphaP_con,0.0504201,P,con,learning
mu_alphaP_inc,0.0125072,P,inc,learning
mu_alphaV_con,0.111528,V,con,learning
mu_alphaV_inc,0.011786,V,inc,learning
mu_alphaP_con,0.0571764,P,con,learning
mu_alphaP_inc,0.0110167,P,inc,learning
mu_alphaV_con,0.120817,V,con,learning
mu_alphaV_inc,0.0133003,V,inc,learning
mu_alphaP_con,0.0544863,P,con,learning
mu_alphaP_inc,0.010016,P,inc,learning
mu_alphaV_con,0.10992,V,con,learning
mu_alphaV_inc,0.014811,V,inc,learning
mu_alphaP_con,0.0509602,P,con,learning
mu_alphaP_inc,0.0128295,P,inc,learning
mu_alphaV_con,0.124189,V,con,learning
mu_alphaV_inc,0.0102139,V,inc,learning
mu_alphaP_con,0.0576004,P,con,learning
mu_alphaP_inc,0.00891193,P,inc,learning
mu_alphaV_con,0.115049,V,con,learning
mu_alphaV_inc,0.0123412,V,inc,learning
mu_alphaP_con,0.0569593,P,con,learning
mu_alphaP_inc,0.00735175,P,inc,learning
mu_alphaV_con,0.105133,V,con,learning
mu_alphaV_inc,0.0109423,V,inc,learning
mu_alphaP_con,0.0546153,P,con,learning
mu_alphaP_inc,0.0121592,P,inc,learning
mu_alphaV_con,0.112303,V,con,learning
mu_alphaV_inc,0.0123351,V,inc,learning
mu_alphaP_con,0.0471351,P,con,learning
mu_alphaP_inc,0.0110741,P,inc,learning
mu_alphaV_con,0.11523,V,con,learning
mu_alphaV_inc,0.0107146,V,inc,learning
mu_alphaP_con,0.0520235,P,con,learning
mu_alphaP_inc,0.010519,P,inc,learning
mu_alphaV_con,0.111285,V,con,learning
mu_alphaV_inc,0.0187551,V,inc,learning
mu_alphaP_con,0.0483538,P,con,learning
mu_alphaP_inc,0.0118581,P,inc,learning
mu_alphaV_con,0.106433,V,con,learning
mu_alphaV_inc,0.00909587,V,inc,learning
mu_alphaP_con,0.0463467,P,con,learning
mu_alphaP_inc,0.00875961,P,inc,learning
mu_alphaV_con,0.112501,V,con,learning
mu_alphaV_inc,0.0126381,V,inc,learning
mu_alphaP_con,0.0573497,P,con,learning
mu_alphaP_inc,0.0082556,P,inc,learning
mu_alphaV_con,0.109752,V,con,learning
mu_alphaV_inc,0.0112872,V,inc,learning
mu_alphaP_con,0.0559268,P,con,learning
mu_alphaP_inc,0.00810254,P,inc,learning
mu_alphaV_con,0.113593,V,con,learning
mu_alphaV_inc,0.015313,V,inc,learning
mu_alphaP_con,0.0533597,P,con,learning
mu_alphaP_inc,0.0122365,P,inc,learning
mu_alphaV_con,0.114984,V,con,learning
mu_alphaV_inc,0.0127654,V,inc,learning
mu_alphaP_con,0.0419191,P,con,learning
mu_alphaP_inc,0.0138575,P,inc,learning
mu_alphaV_con,0.0995094,V,con,learning
mu_alphaV_inc,0.011635,V,inc,learning
mu_alphaP_con,0.0610784,P,con,learning
mu_alphaP_inc,0.0110588,P,inc,learning
mu_alphaV_con,0.110454,V,con,learning
mu_alphaV_inc,0.0155122,V,inc,learning
mu_alphaP_con,0.0523091,P,con,learning
mu_alphaP_inc,0.0155141,P,inc,learning
mu_alphaV_con,0.111897,V,con,learning
mu_alphaV_inc,0.0169985,V,inc,learning
mu_alphaP_con,0.050456,P,con,learning
mu_alphaP_inc,0.0143581,P,inc,learning
mu_alphaV_con,0.117623,V,con,learning
mu_alphaV_inc,0.0136999,V,inc,learning
mu_alphaP_con,0.0531878,P,con,learning
mu_alphaP_inc,0.0094513,P,inc,learning
mu_alphaV_con,0.121664,V,con,learning
mu_alphaV_inc,0.0109324,V,inc,learning
mu_alphaP_con,0.0553982,P,con,learning
mu_alphaP_inc,0.00951141,P,inc,learning
mu_alphaV_con,0.116998,V,con,learning
mu_alphaV_inc,0.0139194,V,inc,learning
mu_alphaP_con,0.0579669,P,con,learning
mu_alphaP_inc,0.0125854,P,inc,learning
mu_alphaV_con,0.120825,V,con,learning
mu_alphaV_inc,0.0128013,V,inc,learning
mu_alphaP_con,0.0533041,P,con,learning
mu_alphaP_inc,0.0121398,P,inc,learning
mu_alphaV_con,0.109431,V,con,learning
mu_alphaV_inc,0.0117756,V,inc,learning
mu_alphaP_con,0.056031,P,con,learning
mu_alphaP_inc,0.0118066,P,inc,learning
mu_alphaV_con,0.109206,V,con,learning
mu_alphaV_inc,0.0120912,V,inc,learning
mu_alphaP_con,0.0564005,P,con,learning
mu_alphaP_inc,0.00989757,P,inc,learning
mu_alphaV_con,0.123523,V,con,learning
mu_alphaV_inc,0.0105968,V,inc,learning
mu_alphaP_con,0.0455733,P,con,learning
mu_alphaP_inc,0.0119029,P,inc,learning
mu_alphaV_con,0.124812,V,con,learning
mu_alphaV_inc,0.0119416,V,inc,learning
mu_alphaP_con,0.049004,P,con,learning
mu_alphaP_inc,0.00996947,P,inc,learning
mu_alphaV_con,0.129052,V,con,learning
mu_alphaV_inc,0.0113464,V,inc,learning
mu_alphaP_con,0.0506412,P,con,learning
mu_alphaP_inc,0.0103928,P,inc,learning
mu_alphaV_con,0.133696,V,con,learning
mu_alphaV_inc,0.0131285,V,inc,learning
mu_alphaP_con,0.0616374,P,con,learning
mu_alphaP_inc,0.0168879,P,inc,learning
mu_alphaV_con,0.101087,V,con,learning
mu_alphaV_inc,0.0136528,V,inc,learning
mu_alphaP_con,0.0496397,P,con,learning
mu_alphaP_inc,0.00952461,P,inc,learning
mu_alphaV_con,0.105958,V,con,learning
mu_alphaV_inc,0.0128648,V,inc,learning
mu_alphaP_con,0.0523328,P,con,learning
mu_alphaP_inc,0.00863547,P,inc,learning
mu_alphaV_con,0.118812,V,con,learning
mu_alphaV_inc,0.00983599,V,inc,learning
mu_alphaP_con,0.0566248,P,con,learning
mu_alphaP_inc,0.0141319,P,inc,learning
mu_alphaV_con,0.123995,V,con,learning
mu_alphaV_inc,0.0150768,V,inc,learning
mu_alphaP_con,0.05691,P,con,learning
mu_alphaP_inc,0.0111652,P,inc,learning
mu_alphaV_con,0.107816,V,con,learning
mu_alphaV_inc,0.017651,V,inc,learning
mu_alphaP_con,0.0589911,P,con,learning
mu_alphaP_inc,0.0103692,P,inc,learning
mu_alphaV_con,0.128306,V,con,learning
mu_alphaV_inc,0.0104905,V,inc,learning
mu_alphaP_con,0.0500604,P,con,learning
mu_alphaP_inc,0.015369,P,inc,learning
mu_alphaV_con,0.121798,V,con,learning
mu_alphaV_inc,0.0149388,V,inc,learning
mu_alphaP_con,0.065127,P,con,learning
mu_alphaP_inc,0.0103253,P,inc,learning
mu_alphaV_con,0.107953,V,con,learning
mu_alphaV_inc,0.012388,V,inc,learning
mu_alphaP_con,0.0503057,P,con,learning
mu_alphaP_inc,0.0128785,P,inc,learning
mu_alphaV_con,0.110775,V,con,learning
mu_alphaV_inc,0.0103424,V,inc,learning
mu_alphaP_con,0.051516,P,con,learning
mu_alphaP_inc,0.0166557,P,inc,learning
mu_alphaV_con,0.113795,V,con,learning
mu_alphaV_inc,0.0153569,V,inc,learning
mu_alphaP_con,0.0483503,P,con,learning
mu_alphaP_inc,0.0121263,P,inc,learning
mu_alphaV_con,0.106331,V,con,learning
mu_alphaV_inc,0.0108079,V,inc,learning
mu_alphaP_con,0.0489979,P,con,learning
mu_alphaP_inc,0.0159766,P,inc,learning
mu_alphaV_con,0.10609,V,con,learning
mu_alphaV_inc,0.0137655,V,inc,learning
mu_alphaP_con,0.0603307,P,con,learning
mu_alphaP_inc,0.014427,P,inc,learning
mu_alphaV_con,0.102342,V,con,learning
mu_alphaV_inc,0.0109405,V,inc,learning
mu_alphaP_con,0.0483102,P,con,learning
mu_alphaP_inc,0.0131306,P,inc,learning
mu_alphaV_con,0.124442,V,con,learning
mu_alphaV_inc,0.0132292,V,inc,learning
mu_alphaP_con,0.0612208,P,con,learning
mu_alphaP_inc,0.00958736,P,inc,learning
mu_alphaV_con,0.0969783,V,con,learning
mu_alphaV_inc,0.0115988,V,inc,learning
mu_alphaP_con,0.0503916,P,con,learning
mu_alphaP_inc,0.0130677,P,inc,learning
mu_alphaV_con,0.0940255,V,con,learning
mu_alphaV_inc,0.0116961,V,inc,learning
mu_alphaP_con,0.0465248,P,con,learning
mu_alphaP_inc,0.0127138,P,inc,learning
mu_alphaV_con,0.099005,V,con,learning
mu_alphaV_inc,0.0126429,V,inc,learning
mu_alphaP_con,0.0568947,P,con,learning
mu_alphaP_inc,0.0105615,P,inc,learning
mu_alphaV_con,0.138453,V,con,learning
mu_alphaV_inc,0.0140815,V,inc,learning
mu_alphaP_con,0.0537123,P,con,learning
mu_alphaP_inc,0.0123427,P,inc,learning
mu_alphaV_con,0.105704,V,con,learning
mu_alphaV_inc,0.0132568,V,inc,learning
mu_alphaP_con,0.0537825,P,con,learning
mu_alphaP_inc,0.0110835,P,inc,learning
mu_alphaV_con,0.127566,V,con,learning
mu_alphaV_inc,0.0141625,V,inc,learning
mu_alphaP_con,0.0522418,P,con,learning
mu_alphaP_inc,0.0146524,P,inc,learning
mu_alphaV_con,0.113322,V,con,learning
mu_alphaV_inc,0.0125707,V,inc,learning
mu_alphaP_con,0.0582604,P,con,learning
mu_alphaP_inc,0.0132707,P,inc,learning
mu_alphaV_con,0.126936,V,con,learning
mu_alphaV_inc,0.0106542,V,inc,learning
mu_alphaP_con,0.0541374,P,con,learning
mu_alphaP_inc,0.0137532,P,inc,learning
mu_alphaV_con,0.116624,V,con,learning
mu_alphaV_inc,0.0126612,V,inc,learning
mu_alphaP_con,0.0542435,P,con,learning
mu_alphaP_inc,0.0111224,P,inc,learning
mu_alphaV_con,0.12273,V,con,learning
mu_alphaV_inc,0.0133926,V,inc,learning
mu_alphaP_con,0.0550112,P,con,learning
mu_alphaP_inc,0.0134312,P,inc,learning
mu_alphaV_con,0.114973,V,con,learning
mu_alphaV_inc,0.0141446,V,inc,learning
mu_alphaP_con,0.0519351,P,con,learning
mu_alphaP_inc,0.0121678,P,inc,learning
mu_alphaV_con,0.103683,V,con,learning
mu_alphaV_inc,0.0131663,V,inc,learning
mu_alphaP_con,0.0605849,P,con,learning
mu_alphaP_inc,0.0135586,P,inc,learning
mu_alphaV_con,0.108116,V,con,learning
mu_alphaV_inc,0.0179225,V,inc,learning
mu_alphaP_con,0.050854,P,con,learning
mu_alphaP_inc,0.0100644,P,inc,learning
mu_alphaV_con,0.126478,V,con,learning
mu_alphaV_inc,0.0118125,V,inc,learning
mu_alphaP_con,0.0547645,P,con,learning
mu_alphaP_inc,0.0109302,P,inc,learning
mu_alphaV_con,0.108344,V,con,learning
mu_alphaV_inc,0.0135438,V,inc,learning
mu_alphaP_con,0.0502219,P,con,learning
mu_alphaP_inc,0.0124049,P,inc,learning
mu_alphaV_con,0.119377,V,con,learning
mu_alphaV_inc,0.011269,V,inc,learning
mu_alphaP_con,0.0505621,P,con,learning
mu_alphaP_inc,0.0112692,P,inc,learning
mu_alphaV_con,0.121623,V,con,learning
mu_alphaV_inc,0.0143222,V,inc,learning
mu_alphaP_con,0.0516103,P,con,learning
mu_alphaP_inc,0.0101775,P,inc,learning
mu_alphaV_con,0.113284,V,con,learning
mu_alphaV_inc,0.0100466,V,inc,learning
mu_alphaP_con,0.0619621,P,con,learning
mu_alphaP_inc,0.00815237,P,inc,learning
mu_alphaV_con,0.102841,V,con,learning
mu_alphaV_inc,0.0134829,V,inc,learning
mu_alphaP_con,0.0448775,P,con,learning
mu_alphaP_inc,0.015147,P,inc,learning
mu_alphaV_con,0.13407,V,con,learning
mu_alphaV_inc,0.010466,V,inc,learning
mu_alphaP_con,0.0620645,P,con,learning
mu_alphaP_inc,0.00914056,P,inc,learning
mu_alphaV_con,0.109354,V,con,learning
mu_alphaV_inc,0.0120127,V,inc,learning
mu_alphaP_con,0.0549778,P,con,learning
mu_alphaP_inc,0.0121852,P,inc,learning
mu_alphaV_con,0.116092,V,con,learning
mu_alphaV_inc,0.0108013,V,inc,learning
mu_alphaP_con,0.057453,P,con,learning
mu_alphaP_inc,0.0096268,P,inc,learning
mu_alphaV_con,0.111819,V,con,learning
mu_alphaV_inc,0.0127091,V,inc,learning
mu_alphaP_con,0.0451346,P,con,learning
mu_alphaP_inc,0.0109676,P,inc,learning
mu_alphaV_con,0.106858,V,con,learning
mu_alphaV_inc,0.0114744,V,inc,learning
mu_alphaP_con,0.0513848,P,con,learning
mu_alphaP_inc,0.0110728,P,inc,learning
mu_alphaV_con,0.106918,V,con,learning
mu_alphaV_inc,0.0142699,V,inc,learning
mu_alphaP_con,0.0598426,P,con,learning
mu_alphaP_inc,0.00893509,P,inc,learning
mu_alphaV_con,0.100605,V,con,learning
mu_alphaV_inc,0.0106195,V,inc,learning
mu_alphaP_con,0.0545559,P,con,learning
mu_alphaP_inc,0.014334,P,inc,learning
mu_alphaV_con,0.125696,V,con,learning
mu_alphaV_inc,0.0130798,V,inc,learning
mu_alphaP_con,0.0507571,P,con,learning
mu_alphaP_inc,0.0123293,P,inc,learning
mu_alphaV_con,0.102486,V,con,learning
mu_alphaV_inc,0.0136811,V,inc,learning
mu_alphaP_con,0.0517799,P,con,learning
mu_alphaP_inc,0.0127767,P,inc,learning
mu_alphaV_con,0.107016,V,con,learning
