parameter,value,domain,congruency,par_class
mu_alphaV_inc,0.0129812,V,inc,learning
mu_alphaP_con,0.0509336,P,con,learning
mu_alphaP_inc,0.0194262,P,inc,learning
mu_alphaV_con,0.0911501,V,con,learning
mu_alphaV_inc,0.0105627,V,inc,learning
mu_alphaP_con,0.0493001,P,con,learning
mu_alphaP_inc,0.0204858,P,inc,learning
mu_alphaV_con,0.0964235,V,con,learning
mu_alphaV_inc,0.0143968,V,inc,learning
mu_alphaP_con,0.0524234,P,con,learning
mu_alphaP_inc,0.0167457,P,inc,learning
mu_alphaV_con,0.0840845,V,con,learning
mu_alphaV_inc,0.0119925,V,inc,learning
mu_alphaP_con,0.0419009,P,con,learning
mu_alphaP_inc,0.0129435,P,inc,learning
mu_alphaV_con,0.0793078,V,con,learning
mu_alphaV_inc,0.0175933,V,inc,learning
mu_alphaP_con,0.0351985,P,con,learning
mu_alphaP_inc,0.0102916,P,inc,learning
mu_alphaV_con,0.0926726,V,con,learning
mu_alphaV_inc,0.0141238,V,inc,learning
mu_alphaP_con,0.0488824,P,con,learning
mu_alphaP_inc,0.0107263,P,inc,learning
mu_alphaV_con,0.0941112,V,con,learning
mu_alphaV_inc,0.0103459,V,inc,learning
mu_alphaP_con,0.0455395,P,con,learning
mu_alphaP_inc,0.0168803,P,inc,learning
mu_alphaV_con,0.0941339,V,con,learning
mu_alphaV_inc,0.0137518,V,inc,learning
mu_alphaP_con,0.0475947,P,con,learning
mu_alphaP_inc,0.0104109,P,inc,learning
mu_alphaV_con,0.0854368,V,con,learning
mu_alphaV_inc,0.0145055,V,inc,learning
mu_alphaP_con,0.0424255,P,con,learning
mu_alphaP_inc,0.0165308,P,inc,learning
mu_alphaV_con,0.0978496,V,con,learning
mu_alphaV_inc,0.0120528,V,inc,learning
mu_alphaP_con,0.0400635,P,con,learning
mu_alphaP_inc,0.0137423,P,inc,learning
mu_alphaV_con,0.0919859,V,con,learning
mu_alphaV_inc,0.0118966,V,inc,learning
mu_alphaP_con,0.0518674,P,con,learning
mu_alphaP_inc,0.0117423,P,inc,learning
mu_alphaV_con,0.0843022,V,con,learning
mu_alphaV_inc,0.018766,V,inc,learning
mu_alphaP_con,0.0453617,P,con,learning
mu_alphaP_inc,0.0147397,P,inc,learning
mu_alphaV_con,0.0920351,V,con,learning
mu_alphaV_inc,0.0123702,V,inc,learning
mu_alphaP_con,0.050385,P,con,learning
mu_alphaP_inc,0.0146781,P,inc,learning
mu_alphaV_con,0.113718,V,con,learning
mu_alphaV_inc,0.0106326,V,inc,learning
mu_alphaP_con,0.0489036,P,con,learning
mu_alphaP_inc,0.013153,P,inc,learning
mu_alphaV_con,0.0890664,V,con,learning
mu_alphaV_inc,0.0130239,V,inc,learning
mu_alphaP_con,0.0562422,P,con,learning
mu_alphaP_inc,0.01164,P,inc,learning
mu_alphaV_con,0.0999937,V,con,learning
mu_alphaV_inc,0.0140485,V,inc,learning
mu_alphaP_con,0.0453795,P,con,learning
mu_alphaP_inc,0.0172063,P,inc,learning
mu_alphaV_con,0.0930322,V,con,learning
mu_alphaV_inc,0.01258,V,inc,learning
mu_alphaP_con,0.051698,P,con,learning
mu_alphaP_inc,0.010986,P,inc,learning
mu_alphaV_con,0.0941188,V,con,learning
mu_alphaV_inc,0.0111919,V,inc,learning
mu_alphaP_con,0.047506,P,con,learning
mu_alphaP_inc,0.0126336,P,inc,learning
mu_alphaV_con,0.095626,V,con,learning
mu_alphaV_inc,0.0138544,V,inc,learning
mu_alphaP_con,0.0462412,P,con,learning
mu_alphaP_inc,0.013164,P,inc,learning
mu_alphaV_con,0.0976086,V,con,learning
mu_alphaV_inc,0.0141992,V,inc,learning
mu_alphaP_con,0.04249,P,con,learning
mu_alphaP_inc,0.0123585,P,inc,learning
mu_alphaV_con,0.0985459,V,con,learning
mu_alphaV_inc,0.0139585,V,inc,learning
mu_alphaP_con,0.0431701,P,con,learning
mu_alphaP_inc,0.0124089,P,inc,learning
mu_alphaV_con,0.0802292,V,con,learning
mu_alphaV_inc,0.0156786,V,inc,learning
mu_alphaP_con,0.0438792,P,con,learning
mu_alphaP_inc,0.0117772,P,inc,learning
mu_alphaV_con,0.116885,V,con,learning
mu_alphaV_inc,0.0108824,V,inc,learning
mu_alphaP_con,0.0386747,P,con,learning
mu_alphaP_inc,0.0122258,P,inc,learning
mu_alphaV_con,0.0920408,V,con,learning
mu_alphaV_inc,0.0127776,V,inc,learning
mu_alphaP_con,0.0491859,P,con,learning
mu_alphaP_inc,0.0122469,P,inc,learning
mu_alphaV_con,0.0993836,V,con,learning
mu_alphaV_inc,0.0150313,V,inc,learning
mu_alphaP_con,0.0557351,P,con,learning
mu_alphaP_inc,0.0148838,P,inc,learning
mu_alphaV_con,0.0891014,V,con,learning
mu_alphaV_inc,0.0142471,V,inc,learning
mu_alphaP_con,0.0405264,P,con,learning
mu_alphaP_inc,0.0140424,P,inc,learning
mu_alphaV_con,0.0998171,V,con,learning
mu_alphaV_inc,0.0147428,V,inc,learning
mu_alphaP_con,0.0533467,P,con,learning
mu_alphaP_inc,0.0144461,P,inc,learning
mu_alphaV_con,0.0986768,V,con,learning
mu_alphaV_inc,0.0107312,V,inc,learning
mu_alphaP_con,0.0431114,P,con,learning
mu_alphaP_inc,0.0137406,P,inc,learning
mu_alphaV_con,0.102684,V,con,learning
mu_alphaV_inc,0.0108499,V,inc,learning
mu_alphaP_con,0.0421438,P,con,learning
mu_alphaP_inc,0.0145071,P,inc,learning
mu_jCBcon,0.390289,NA,NA,cb
mu_jCBdom,0.210682,NA,NA,cb
mu_jCB,0.0283074,NA,NA,cb
mu_jCBcon,0.375615,NA,NA,cb
mu_jCBdom,0.154066,NA,NA,cb
mu_jCB,0.0258632,NA,NA,cb
mu_jCBcon,0.34588,NA,NA,cb
mu_jCBdom,0.202083,NA,NA,cb
mu_jCB,0.0244771,NA,NA,cb
mu_jCBcon,0.314358,NA,NA,cb
mu_jCBdom,0.180766,NA,NA,cb
mu_jCB,0.0308146,NA,NA,cb
mu_jCBcon,0.408634,NA,NA,cb
mu_jCBdom,0.174389,NA,NA,cb
mu_jCB,0.0224693,NA,NA,cb
mu_jCBcon,0.328656,NA,NA,cb
mu_jCBdom,0.189991,NA,NA,cb
mu_jCB,0.0194294,NA,NA,cb
mu_jCBcon,0.393142,NA,NA,cb
mu_jCBdom,0.20634,NA,NA,cb
mu_jCB,0.0172979,NA,NA,cb
mu_jCBcon,0.387184,NA,NA,cb
mu_jCBdom,0.204572,NA,NA,cb
mu_jCB,0.0158479,NA,NA,cb
mu_jCBcon,0.358487,NA,NA,cb
mu_jCBdom,0.163602,NA,NA,cb
mu_jCB,0.0257923,NA,NA,cb
mu_jCBcon,0.381733,NA,NA,cb
mu_jCBdom,0.167693,NA,NA,cb
mu_jCB,0.0398694,NA,NA,cb
mu_jCBcon,0.286001,NA,NA,cb
mu_jCBdom,0.215374,NA,NA,cb
mu_jCB,0.0353165,NA,NA,cb
mu_jCBcon,0.310451,NA,NA,cb
mu_jCBdom,0.131323,NA,NA,cb
mu_jCB,0.0300924,NA,NA,cb
mu_jCBcon,0.41467,NA,NA,cb
mu_jCBdom,0.122365,NA,NA,cb
mu_jCB,0.0357126,NA,NA,cb
mu_jCBcon,0.428508,NA,NA,cb
mu_jCBdom,0.233964,NA,NA,cb
mu_jCB,0.0256613,NA,NA,cb
mu_jCBcon,0.290533,NA,NA,cb
mu_jCBdom,0.255054,NA,NA,cb
mu_jCB,0.0259748,NA,NA,cb
mu_jCBcon,0.398811,NA,NA,cb
mu_jCBdom,0.179832,NA,NA,cb
mu_jCB,0.0289917,NA,NA,cb
mu_jCBcon,0.346784,NA,NA,cb
mu_jCBdom,0.189027,NA,NA,cb
mu_jCB,0.0241413,NA,NA,cb
mu_jCBcon,0.375757,NA,NA,cb
mu_jCBdom,0.207787,NA,NA,cb
mu_jCB,0.0284007,NA,NA,cb
mu_jCBcon,0.436143,NA,NA,cb
mu_jCBdom,0.135954,NA,NA,cb
mu_jCB,0.0179923,NA,NA,cb
mu_jCBcon,0.366415,NA,NA,cb
mu_jCBdom,0.203248,NA,NA,cb
mu_jCB,0.0362969,NA,NA,cb
mu_jCBcon,0.337722,NA,NA,cb
mu_jCBdom,0.139416,NA,NA,cb
mu_jCB,0.0316647,NA,NA,cb
mu_jCBcon,0.37501,NA,NA,cb
mu_jCBdom,0.145266,NA,NA,cb
mu_jCB,0.0338455,NA,NA,cb
mu_jCBcon,0.420774,NA,NA,cb
mu_jCBdom,0.183894,NA,NA,cb
mu_jCB,0.0167385,NA,NA,cb
mu_jCBcon,0.414178,NA,NA,cb
mu_jCBdom,0.201627,NA,NA,cb
mu_jCB,0.0617374,NA,NA,cb
mu_jCBcon,0.350759,NA,NA,cb
mu_jCBdom,0.18544,NA,NA,cb
mu_jCB,0.0198208,NA,NA,cb
mu_jCBcon,0.321677,NA,NA,cb
mu_jCBdom,0.127491,NA,NA,cb
mu_jCB,0.0316075,NA,NA,cb
mu_jCBcon,0.345901,NA,NA,cb
mu_jCBdom,0.170385,NA,NA,cb
mu_jCB,0.0237104,NA,NA,cb
mu_jCBcon,0.438496,NA,NA,cb
mu_jCBdom,0.175205,NA,NA,cb
mu_jCB,0.0284358,NA,NA,cb
mu_jCBcon,0.399692,NA,NA,cb
mu_jCBdom,0.167236,NA,NA,cb
mu_jCB,0.0274982,NA,NA,cb
mu_jCBcon,0.43366,NA,NA,cb
mu_jCBdom,0.177025,NA,NA,cb
mu_jCB,0.0233176,NA,NA,cb
mu_jCBcon,0.412075,NA,NA,cb
mu_jCBdom,0.18163,NA,NA,cb
mu_jCB,0.0178174,NA,NA,cb
mu_jCBcon,0.390339,NA,NA,cb
mu_jCBdom,0.146821,NA,NA,cb
mu_jCB,0.0246397,NA,NA,cb
mu_jCBcon,0.428729,NA,NA,cb
mu_jCBdom,0.169539,NA,NA,cb
mu_jCB,0.0192265,NA,NA,cb
mu_jCBcon,0.358596,NA,NA,cb
mu_jCBdom,0.121506,NA,NA,cb
mu_jCB,0.0220498,NA,NA,cb
mu_jCBcon,0.321691,NA,NA,cb
mu_jCBdom,0.206655,NA,NA,cb
mu_jCB,0.0177356,NA,NA,cb
mu_jCBcon,0.33771,NA,NA,cb
mu_jCBdom,0.105794,NA,NA,cb
mu_jCB,0.0264658,NA,NA,cb
mu_jCBcon,0.452024,NA,NA,cb
mu_jCBdom,0.176536,NA,NA,cb
mu_jCB,0.02134,NA,NA,cb
mu_jCBcon,0.403978,NA,NA,cb
mu_jCBdom,0.176379,NA,NA,cb
mu_jCB,0.0176185,NA,NA,cb
mu_jCBcon,0.404243,NA,NA,cb
mu_jCBdom,0.206901,NA,NA,cb
mu_jCB,0.0211753,NA,NA,cb
mu_jCBcon,0.347686,NA,NA,cb
mu_jCBdom,0.178422,NA,NA,cb
mu_jCB,0.0198924,NA,NA,cb
mu_jCBcon,0.36827,NA,NA,cb
mu_jCBdom,0.184223,NA,NA,cb
mu_jCB,0.0322108,NA,NA,cb
mu_jCBcon,0.349931,NA,NA,cb
mu_jCBdom,0.165298,NA,NA,cb
mu_jCB,0.0322853,NA,NA,cb
mu_jCBcon,0.272541,NA,NA,cb
mu_jCBdom,0.146002,NA,NA,cb
mu_jCB,0.028091,NA,NA,cb
mu_jCBcon,0.330114,NA,NA,cb
mu_jCBdom,0.231556,NA,NA,cb
mu_jCB,0.0282417,NA,NA,cb
mu_jCBcon,0.305748,NA,NA,cb
mu_jCBdom,0.161535,NA,NA,cb
mu_jCB,0.0261961,NA,NA,cb
mu_jCBcon,0.317041,NA,NA,cb
mu_jCBdom,0.169434,NA,NA,cb
mu_jCB,0.0350326,NA,NA,cb
mu_jCBcon,0.520846,NA,NA,cb
mu_jCBdom,0.134027,NA,NA,cb
mu_jCB,0.019724,NA,NA,cb
mu_jCBcon,0.354397,NA,NA,cb
mu_jCBdom,0.153369,NA,NA,cb
mu_jCB,0.0390877,NA,NA,cb
mu_jCBcon,0.358365,NA,NA,cb
mu_jCBdom,0.178673,NA,NA,cb
mu_jCB,0.0345142,NA,NA,cb
mu_jCBcon,0.365346,NA,NA,cb
mu_jCBdom,0.160409,NA,NA,cb
mu_jCB,0.0320637,NA,NA,cb
mu_jCBcon,0.472361,NA,NA,cb
mu_jCBdom,0.174911,NA,NA,cb
mu_jCB,0.0191448,NA,NA,cb
mu_jCBcon,0.316129,NA,NA,cb
mu_jCBdom,0.19300899999999999,NA,NA,cb
mu_jCB,0.0218896,NA,NA,cb
mu_jCBcon,0.258657,NA,NA,cb
mu_jCBdom,0.168408,NA,NA,cb
mu_jCB,0.0165186,NA,NA,cb
mu_jCBcon,0.389247,NA,NA,cb
mu_jCBdom,0.155781,NA,NA,cb
mu_jCB,0.014591,NA,NA,cb
mu_jCBcon,0.368618,NA,NA,cb
mu_jCBdom,0.243337,NA,NA,cb
mu_jCB,0.00789634,NA,NA,cb
mu_jCBcon,0.451671,NA,NA,cb
mu_jCBdom,0.228188,NA,NA,cb
mu_jCB,0.0124223,NA,NA,cb
mu_jCBcon,0.315765,NA,NA,cb
mu_jCBdom,0.139364,NA,NA,cb
mu_jCB,0.0133391,NA,NA,cb
mu_jCBcon,0.347754,NA,NA,cb
mu_jCBdom,0.189954,NA,NA,cb
mu_jCB,0.0132467,NA,NA,cb
mu_jCBcon,0.346713,NA,NA,cb
mu_jCBdom,0.198058,NA,NA,cb
mu_jCB,0.0110847,NA,NA,cb
mu_jCBcon,0.377966,NA,NA,cb
mu_jCBdom,0.187324,NA,NA,cb
mu_jCB,0.0122146,NA,NA,cb
mu_jCBcon,0.34755,NA,NA,cb
mu_jCBdom,0.206701,NA,NA,cb
mu_jCB,0.0374964,NA,NA,cb
mu_jCBcon,0.348339,NA,NA,cb
mu_jCBdom,0.187196,NA,NA,cb
mu_jCB,0.032917,NA,NA,cb
mu_jCBcon,0.359661,NA,NA,cb
mu_jCBdom,0.121652,NA,NA,cb
mu_jCB,0.0306208,NA,NA,cb
mu_jCBcon,0.411331,NA,NA,cb
mu_jCBdom,0.131945,NA,NA,cb
mu_jCB,0.0599516,NA,NA,cb
mu_jCBcon,0.382198,NA,NA,cb
mu_jCBdom,0.205405,NA,NA,cb
mu_jCB,0.0505405,NA,NA,cb
mu_jCBcon,0.359368,NA,NA,cb
mu_jCBdom,0.1532,NA,NA,cb
mu_jCB,0.0378981,NA,NA,cb
mu_jCBcon,0.297965,NA,NA,cb
mu_jCBdom,0.191049,NA,NA,cb
mu_jCB,0.0320494,NA,NA,cb
mu_jCBcon,0.373464,NA,NA,cb
mu_jCBdom,0.160839,NA,NA,cb
mu_jCB,0.0235593,NA,NA,cb
mu_jCBcon,0.43649,NA,NA,cb
mu_jCBdom,0.162832,NA,NA,cb
mu_jCB,0.0204239,NA,NA,cb
mu_jCBcon,0.340536,NA,NA,cb
mu_jCBdom,0.194946,NA,NA,cb
mu_jCB,0.0215401,NA,NA,cb
mu_jCBcon,0.343966,NA,NA,cb
mu_jCBdom,0.168262,NA,NA,cb
mu_jCB,0.0290103,NA,NA,cb
mu_jCBcon,0.409516,NA,NA,cb
mu_jCBdom,0.148362,NA,NA,cb
mu_jCB,0.0287683,NA,NA,cb
mu_jCBcon,0.360488,NA,NA,cb
mu_jCBdom,0.142777,NA,NA,cb
mu_jCB,0.030613,NA,NA,cb
mu_jCBcon,0.365511,NA,NA,cb
mu_jCBdom,0.178056,NA,NA,cb
mu_jCB,0.034993,NA,NA,cb
mu_jCBcon,0.330969,NA,NA,cb
mu_jCBdom,0.185038,NA,NA,cb
mu_jCB,0.0324687,NA,NA,cb
mu_jCBcon,0.351451,NA,NA,cb
mu_jCBdom,0.189954,NA,NA,cb
mu_jCB,0.0307201,NA,NA,cb
mu_jCBcon,0.517575,NA,NA,cb
mu_jCBdom,0.166223,NA,NA,cb
mu_jCB,0.0199329,NA,NA,cb
mu_jCBcon,0.363059,NA,NA,cb
mu_jCBdom,0.193943,NA,NA,cb
mu_jCB,0.023309,NA,NA,cb
mu_jCBcon,0.36595,NA,NA,cb
mu_jCBdom,0.177248,NA,NA,cb
mu_jCB,0.00904626,NA,NA,cb
mu_jCBcon,0.318336,NA,NA,cb
mu_jCBdom,0.219184,NA,NA,cb
mu_jCB,0.0200882,NA,NA,cb
mu_jCBcon,0.351004,NA,NA,cb
mu_jCBdom,0.149016,NA,NA,cb
mu_jCB,0.0218558,NA,NA,cb
mu_jCBcon,0.356916,NA,NA,cb
mu_jCBdom,0.142387,NA,NA,cb
mu_jCB,0.0233738,NA,NA,cb
mu_jCBcon,0.397311,NA,NA,cb
mu_jCBdom,0.163548,NA,NA,cb
mu_jCB,0.0199453,NA,NA,cb
mu_jCBcon,0.390453,NA,NA,cb
mu_jCBdom,0.187118,NA,NA,cb
mu_jCB,0.0204897,NA,NA,cb
mu_jCBcon,0.389608,NA,NA,cb
mu_jCBdom,0.185816,NA,NA,cb
mu_jCB,0.0251665,NA,NA,cb
mu_jCBcon,0.326466,NA,NA,cb
mu_jCBdom,0.159845,NA,NA,cb
mu_jCB,0.0264825,NA,NA,cb
mu_jCBcon,0.361909,NA,NA,cb
mu_jCBdom,0.175674,NA,NA,cb
mu_jCB,0.0229015,NA,NA,cb
mu_jCBcon,0.344496,NA,NA,cb
mu_jCBdom,0.177736,NA,NA,cb
mu_jCB,0.0298215,NA,NA,cb
mu_jCBcon,0.343979,NA,NA,cb
mu_jCBdom,0.129375,NA,NA,cb
mu_jCB,0.0134813,NA,NA,cb
mu_jCBcon,0.345552,NA,NA,cb
mu_jCBdom,0.129442,NA,NA,cb
mu_jCB,0.0195096,NA,NA,cb
mu_jCBcon,0.405851,NA,NA,cb
mu_jCBdom,0.186588,NA,NA,cb
mu_jCB,0.0245337,NA,NA,cb
mu_jCBcon,0.410634,NA,NA,cb
mu_jCBdom,0.189035,NA,NA,cb
mu_jCB,0.0221655,NA,NA,cb
mu_jCBcon,0.307759,NA,NA,cb
mu_jCBdom,0.134246,NA,NA,cb
mu_jCB,0.0331492,NA,NA,cb
mu_jCBcon,0.40487,NA,NA,cb
mu_jCBdom,0.21172,NA,NA,cb
mu_jCB,0.0135868,NA,NA,cb
mu_jCBcon,0.403328,NA,NA,cb
mu_jCBdom,0.139652,NA,NA,cb
mu_jCB,0.0166014,NA,NA,cb
mu_jCBcon,0.385454,NA,NA,cb
mu_jCBdom,0.142956,NA,NA,cb
mu_jCB,0.0156136,NA,NA,cb
mu_jCBcon,0.349272,NA,NA,cb
mu_jCBdom,0.142031,NA,NA,cb
mu_jCB,0.0216123,NA,NA,cb
mu_jCBcon,0.362925,NA,NA,cb
mu_jCBdom,0.160182,NA,NA,cb
mu_jCB,0.0190218,NA,NA,cb
mu_jCBcon,0.259182,NA,NA,cb
mu_jCBdom,0.142036,NA,NA,cb
mu_jCB,0.030102,NA,NA,cb
mu_jCBcon,0.363754,NA,NA,cb
mu_jCBdom,0.145848,NA,NA,cb
mu_jCB,0.034429,NA,NA,cb
mu_jCBcon,0.446238,NA,NA,cb
mu_jCBdom,0.18084,NA,NA,cb
mu_jCB,0.0314815,NA,NA,cb
mu_jCBcon,0.274923,NA,NA,cb
mu_jCBdom,0.13573,NA,NA,cb
mu_jCB,0.0538029,NA,NA,cb
mu_jCBcon,0.39126,NA,NA,cb
mu_jCBdom,0.117793,NA,NA,cb
mu_jCB,0.0498963,NA,NA,cb
mu_jCBcon,0.401779,NA,NA,cb
mu_jCBdom,0.125058,NA,NA,cb
mu_jCB,0.0452433,NA,NA,cb
mu_jCBcon,0.29433,NA,NA,cb
mu_jCBdom,0.139995,NA,NA,cb
mu_jCB,0.0410393,NA,NA,cb
mu_jCBcon,0.321858,NA,NA,cb
mu_jCBdom,0.146046,NA,NA,cb
mu_jCB,0.043744,NA,NA,cb
mu_jCBcon,0.349203,NA,NA,cb
mu_jCBdom,0.115005,NA,NA,cb
mu_jCB,0.0486501,NA,NA,cb
mu_jCBcon,0.245058,NA,NA,cb
mu_jCBdom,0.163834,NA,NA,cb
mu_jCB,0.0560178,NA,NA,cb
mu_jCBcon,0.315301,NA,NA,cb
mu_jCBdom,0.125738,NA,NA,cb
mu_jCB,0.0554639,NA,NA,cb
mu_jCBcon,0.36306,NA,NA,cb
mu_jCBdom,0.157294,NA,NA,cb
mu_jCB,0.0315032,NA,NA,cb
mu_jCBcon,0.356265,NA,NA,cb
mu_jCBdom,0.139348,NA,NA,cb
mu_jCB,0.0312194,NA,NA,cb
mu_jCBcon,0.335092,NA,NA,cb
mu_jCBdom,0.176192,NA,NA,cb
mu_jCB,0.033491,NA,NA,cb
mu_jCBcon,0.390022,NA,NA,cb
mu_jCBdom,0.163376,NA,NA,cb
mu_jCB,0.0384193,NA,NA,cb
mu_jCBcon,0.323561,NA,NA,cb
mu_jCBdom,0.139247,NA,NA,cb
mu_jCB,0.0253293,NA,NA,cb
mu_jCBcon,0.468332,NA,NA,cb
mu_jCBdom,0.168056,NA,NA,cb
mu_jCB,0.0258021,NA,NA,cb
mu_jCBcon,0.292173,NA,NA,cb
mu_jCBdom,0.150403,NA,NA,cb
mu_jCB,0.0271851,NA,NA,cb
mu_jCBcon,0.327465,NA,NA,cb
mu_jCBdom,0.143151,NA,NA,cb
mu_jCB,0.0360938,NA,NA,cb
mu_jCBcon,0.347395,NA,NA,cb
mu_jCBdom,0.220035,NA,NA,cb
mu_jCB,0.0243378,NA,NA,cb
mu_jCBcon,0.393124,NA,NA,cb
mu_jCBdom,0.161417,NA,NA,cb
mu_jCB,0.0292991,NA,NA,cb
mu_jCBcon,0.413577,NA,NA,cb
mu_jCBdom,0.20464,NA,NA,cb
mu_jCB,0.0195555,NA,NA,cb
mu_jCBcon,0.412853,NA,NA,cb
mu_jCBdom,0.212892,NA,NA,cb
mu_jCB,0.0175303,NA,NA,cb
mu_jCBcon,0.403862,NA,NA,cb
mu_jCBdom,0.20532,NA,NA,cb
mu_jCB,0.014885,NA,NA,cb
mu_jCBcon,0.360767,NA,NA,cb
mu_jCBdom,0.184946,NA,NA,cb
mu_jCB,0.0195462,NA,NA,cb
mu_jCBcon,0.426445,NA,NA,cb
mu_jCBdom,0.156793,NA,NA,cb
mu_jCB,0.0331314,NA,NA,cb
mu_jCBcon,0.399107,NA,NA,cb
mu_jCBdom,0.198816,NA,NA,cb
mu_jCB,0.0275265,NA,NA,cb
mu_jCBcon,0.409467,NA,NA,cb
mu_jCBdom,0.16271,NA,NA,cb
mu_jCB,0.0195943,NA,NA,cb
mu_jCBcon,0.394145,NA,NA,cb
mu_jCBdom,0.195576,NA,NA,cb
mu_jCB,0.0187619,NA,NA,cb
mu_jCBcon,0.366702,NA,NA,cb
mu_jCBdom,0.165712,NA,NA,cb
mu_jCB,0.0121015,NA,NA,cb
mu_jCBcon,0.359896,NA,NA,cb
mu_jCBdom,0.160196,NA,NA,cb
mu_jCB,0.00915205,NA,NA,cb
mu_jCBcon,0.308259,NA,NA,cb
mu_jCBdom,0.16774,NA,NA,cb
mu_jCB,0.00985988,NA,NA,cb
mu_jCBcon,0.282094,NA,NA,cb
mu_jCBdom,0.199705,NA,NA,cb
mu_jCB,0.0290235,NA,NA,cb
mu_jCBcon,0.309096,NA,NA,cb
mu_jCBdom,0.199375,NA,NA,cb
mu_jCB,0.020118,NA,NA,cb
mu_jCBcon,0.388416,NA,NA,cb
mu_jCBdom,0.217791,NA,NA,cb
mu_jCB,0.0228441,NA,NA,cb
mu_jCBcon,0.316891,NA,NA,cb
mu_jCBdom,0.145585,NA,NA,cb
mu_jCB,0.0326465,NA,NA,cb
mu_jCBcon,0.396666,NA,NA,cb
mu_jCBdom,0.207959,NA,NA,cb
mu_jCB,0.0320595,NA,NA,cb
mu_jCBcon,0.383244,NA,NA,cb
mu_jCBdom,0.135894,NA,NA,cb
mu_jCB,0.0406493,NA,NA,cb
mu_jCBcon,0.298885,NA,NA,cb
mu_jCBdom,0.16727,NA,NA,cb
mu_jCB,0.030563,NA,NA,cb
mu_jCBcon,0.29322,NA,NA,cb
mu_jCBdom,0.174816,NA,NA,cb
mu_jCB,0.0312969,NA,NA,cb
mu_jCBcon,0.364213,NA,NA,cb
mu_jCBdom,0.198711,NA,NA,cb
mu_jCB,0.0342873,NA,NA,cb
mu_jCBcon,0.348789,NA,NA,cb
mu_jCBdom,0.156771,NA,NA,cb
mu_jCB,0.0236623,NA,NA,cb
mu_jCBcon,0.373056,NA,NA,cb
mu_jCBdom,0.205346,NA,NA,cb
mu_jCB,0.0235103,NA,NA,cb
mu_jCBcon,0.423824,NA,NA,cb
mu_jCBdom,0.165054,NA,NA,cb
mu_jCB,0.0236533,NA,NA,cb
mu_jCBcon,0.328036,NA,NA,cb
mu_jCBdom,0.121044,NA,NA,cb
mu_jCB,0.0488716,NA,NA,cb
mu_jCBcon,0.349421,NA,NA,cb
mu_jCBdom,0.131542,NA,NA,cb
mu_jCB,0.030982,NA,NA,cb
mu_jCBcon,0.35772,NA,NA,cb
mu_jCBdom,0.207925,NA,NA,cb
mu_jCB,0.0349525,NA,NA,cb
mu_jCBcon,0.407169,NA,NA,cb
mu_jCBdom,0.130233,NA,NA,cb
mu_jCB,0.033138,NA,NA,cb
mu_jCBcon,0.383482,NA,NA,cb
mu_jCBdom,0.125842,NA,NA,cb
mu_jCB,0.0304757,NA,NA,cb
mu_jCBcon,0.365841,NA,NA,cb
mu_jCBdom,0.143002,NA,NA,cb
mu_jCB,0.0286667,NA,NA,cb
mu_jCBcon,0.441832,NA,NA,cb
mu_jCBdom,0.152505,NA,NA,cb
mu_jCB,0.0225209,NA,NA,cb
mu_jCBcon,0.374512,NA,NA,cb
mu_jCBdom,0.201629,NA,NA,cb
mu_jCB,0.0196396,NA,NA,cb
mu_jCBcon,0.34826,NA,NA,cb
mu_jCBdom,0.155836,NA,NA,cb
mu_jCB,0.0310551,NA,NA,cb
mu_jCBcon,0.384822,NA,NA,cb
mu_jCBdom,0.134479,NA,NA,cb
mu_jCB,0.0237151,NA,NA,cb
mu_jCBcon,0.343522,NA,NA,cb
mu_jCBdom,0.128035,NA,NA,cb
mu_jCB,0.0226276,NA,NA,cb
mu_jCBcon,0.492646,NA,NA,cb
mu_jCBdom,0.131037,NA,NA,cb
mu_jCB,0.0268242,NA,NA,cb
mu_jCBcon,0.325083,NA,NA,cb
mu_jCBdom,0.198895,NA,NA,cb
mu_jCB,0.0278052,NA,NA,cb
mu_jCBcon,0.460542,NA,NA,cb
mu_jCBdom,0.144303,NA,NA,cb
mu_jCB,0.0150138,NA,NA,cb
mu_jCBcon,0.375499,NA,NA,cb
mu_jCBdom,0.160535,NA,NA,cb
mu_jCB,0.0256539,NA,NA,cb
mu_jCBcon,0.355268,NA,NA,cb
mu_jCBdom,0.142906,NA,NA,cb
mu_jCB,0.049003,NA,NA,cb
mu_jCBcon,0.286963,NA,NA,cb
mu_jCBdom,0.176077,NA,NA,cb
mu_jCB,0.0435469,NA,NA,cb
mu_jCBcon,0.348698,NA,NA,cb
mu_jCBdom,0.160687,NA,NA,cb
mu_jCB,0.0472141,NA,NA,cb
mu_jCBcon,0.28934,NA,NA,cb
mu_jCBdom,0.163681,NA,NA,cb
mu_jCB,0.0584077,NA,NA,cb
mu_jCBcon,0.309876,NA,NA,cb
mu_jCBdom,0.195105,NA,NA,cb
mu_jCB,0.0418718,NA,NA,cb
mu_jCBcon,0.39987,NA,NA,cb
mu_jCBdom,0.187373,NA,NA,cb
mu_jCB,0.0378587,NA,NA,cb
mu_jCBcon,0.389204,NA,NA,cb
mu_jCBdom,0.164789,NA,NA,cb
mu_jCB,0.0491794,NA,NA,cb
mu_jCBcon,0.34177,NA,NA,cb
mu_jCBdom,0.192022,NA,NA,cb
mu_jCB,0.0302612,NA,NA,cb
mu_jCBcon,0.364684,NA,NA,cb
